juliet-top-25-subset-34;spotbugs;J18832;CWE-259;Security (SECURITY) -  Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J18832.handle()  At J18832.java:[line 16];16;16;2024-02-01
juliet-top-25-subset-34;spotbugs;J19720;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19720.handle()  Dereferenced at J19720.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs;J18806;CWE-259;Security (SECURITY) -  Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J18806.handle()  At J18806.java:[line 21];21;21;2024-02-01
juliet-top-25-subset-34;spotbugs;J23231;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s01.J23231.processG2B() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J23231.java:[line 29];29;29;2024-02-01
juliet-top-25-subset-34;spotbugs;J19730;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of dataCopy in testcases.CWE476_NULL_Pointer_Dereference.J19730.handle()  Dereferenced at J19730.java:[line 13];13;13;2024-02-01
juliet-top-25-subset-34;spotbugs;J23230;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s01.J23230.handle() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J23230.java:[line 25];25;25;2024-02-01
juliet-top-25-subset-34;spotbugs;J19742;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19742.handle()  Dereferenced at J19742.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs;J19740;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19740.handle()  Dereferenced at J19740.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs;J18800;CWE-259;Security (SECURITY) -  Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J18800.handle()  At J18800.java:[line 15];15;15;2024-02-01
juliet-top-25-subset-34;spotbugs;J18802;CWE-259;Security (SECURITY) -  Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J18802.handle()  At J18802.java:[line 19];19;19;2024-02-01
juliet-top-25-subset-34;spotbugs;J19508;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of myString in testcases.CWE476_NULL_Pointer_Dereference.J19508.handle()  Dereferenced at J19508.java:[line 8];8;8;2024-02-01
juliet-top-25-subset-34;spotbugs;J11015;CWE-476 CWE-129;Correctness (CORRECTNESS) -  NP: Possible null pointer dereference of array in testcases.CWE129_Improper_Validation_of_Array_Index.s02.J11015.processB2G2()  Dereferenced at J11015.java:[line 167];167;167;2024-02-01
juliet-top-25-subset-34;spotbugs;J11015;CWE-476 CWE-129;Correctness (CORRECTNESS) -  NP: Possible null pointer dereference of array in testcases.CWE129_Improper_Validation_of_Array_Index.s02.J11015.processB2G1()  Dereferenced at J11015.java:[line 106];106;106;2024-02-01
juliet-top-25-subset-34;spotbugs;J11015;CWE-476 CWE-129;Correctness (CORRECTNESS) -  NP: Possible null pointer dereference of array in testcases.CWE129_Improper_Validation_of_Array_Index.s02.J11015.processG2B1()  Dereferenced at J11015.java:[line 25];25;25;2024-02-01
juliet-top-25-subset-34;spotbugs;J11015;CWE-476 CWE-129;Correctness (CORRECTNESS) -  NP: Possible null pointer dereference of array in testcases.CWE129_Improper_Validation_of_Array_Index.s02.J11015.processG2B2()  Dereferenced at J11015.java:[line 43];43;43;2024-02-01
juliet-top-25-subset-34;spotbugs;J11014;CWE-476 CWE-129;Correctness (CORRECTNESS) -  NP: Possible null pointer dereference of array in testcases.CWE129_Improper_Validation_of_Array_Index.s02.J11014.handle()  Dereferenced at J11014.java:[line 68];68;68;2024-02-01
juliet-top-25-subset-34;spotbugs;J25136;CWE-89;Security (SECURITY) -  SQL: A prepared statement is generated from a nonconstant String in testcases.CWE89_SQL_Injection.s04.J25136.handle()  At J25136.java:[line 53];53;53;2024-02-01
juliet-top-25-subset-34;spotbugs;J19758;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19758.handle()  Dereferenced at J19758.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs;J25137;CWE-89;Security (SECURITY) -  SQL: A prepared statement is generated from a nonconstant String in testcases.CWE89_SQL_Injection.s04.J25137.processG2B1()  At J25137.java:[line 26];26;26;2024-02-01
juliet-top-25-subset-34;spotbugs;J25137;CWE-89;Security (SECURITY) -  SQL: A prepared statement is generated from a nonconstant String in testcases.CWE89_SQL_Injection.s04.J25137.processG2B2()  At J25137.java:[line 65];65;65;2024-02-01
juliet-top-25-subset-34;spotbugs;J23877;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s02.J23877.processG2B(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement  At J23877.java:[line 62];62;62;2024-02-01
juliet-top-25-subset-34;spotbugs;J23876;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s02.J23876.handle(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement  At J23876.java:[line 24];24;24;2024-02-01
juliet-top-25-subset-34;spotbugs;J19648;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19648.handle()  Dereferenced at J19648.java:[line 8];8;8;2024-02-01
juliet-top-25-subset-34;spotbugs;J22584;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s01.J22584.handle() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J22584.java:[line 62];62;62;2024-02-01
juliet-top-25-subset-34;spotbugs;J22585;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s01.J22585.processG2B1() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J22585.java:[line 27];27;27;2024-02-01
juliet-top-25-subset-34;spotbugs;J22585;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s01.J22585.processG2B2() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J22585.java:[line 70];70;70;2024-02-01
juliet-top-25-subset-34;spotbugs;J19554;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of myString in testcases.CWE476_NULL_Pointer_Dereference.J19554.handle()  Dereferenced at J19554.java:[line 9];9;9;2024-02-01
juliet-top-25-subset-34;spotbugs;J19554;CWE-476;Dodgy code (STYLE) -  NP: Load of known null value in testcases.CWE476_NULL_Pointer_Dereference.J19554.handle()  At J19554.java:[line 9];9;9;2024-02-01
juliet-top-25-subset-34;spotbugs;J19556;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of myString in testcases.CWE476_NULL_Pointer_Dereference.J19556.handle()  Dereferenced at J19556.java:[line 9];9;9;2024-02-01
juliet-top-25-subset-34;spotbugs;J19556;CWE-476;Dodgy code (STYLE) -  NP: Load of known null value in testcases.CWE476_NULL_Pointer_Dereference.J19556.handle()  At J19556.java:[line 9];9;9;2024-02-01
juliet-top-25-subset-34;spotbugs;J25116;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s04.J25116.handle() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J25116.java:[line 51];51;51;2024-02-01
juliet-top-25-subset-34;spotbugs;J25117;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s04.J25117.processG2B() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J25117.java:[line 24];24;24;2024-02-01
juliet-top-25-subset-34;spotbugs;J19588;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19588.handle()  Dereferenced at J19588.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs;J22324;CWE-80 CWE-81 CWE-83;Security (SECURITY) -  XSS: HTTP parameter written to Servlet output in testcases.CWE83_XSS_Attribute.J22324.handle(HttpServletRequest, HttpServletResponse)  At J22324.java:[line 14];14;14;2024-02-01
juliet-top-25-subset-34;spotbugs;J22340;CWE-80 CWE-81 CWE-83;Security (SECURITY) -  XSS: HTTP parameter written to Servlet output in testcases.CWE83_XSS_Attribute.J22340.handle(HttpServletRequest, HttpServletResponse)  At J22340.java:[line 13];13;13;2024-02-01
juliet-top-25-subset-34;spotbugs;J22346;CWE-80 CWE-81 CWE-83;Security (SECURITY) -  XSS: HTTP parameter written to Servlet output in testcases.CWE83_XSS_Attribute.J22346.handle(HttpServletRequest, HttpServletResponse)  At J22346.java:[line 10];10;10;2024-02-01
juliet-top-25-subset-34;spotbugs;J24047;CWE-89;Security (SECURITY) -  SQL: A prepared statement is generated from a nonconstant String in testcases.CWE89_SQL_Injection.s03.J24047.gG2B1(HttpServletRequest, HttpServletResponse)  At J24047.java:[line 19];19;19;2024-02-01
juliet-top-25-subset-34;spotbugs;J24047;CWE-89;Security (SECURITY) -  SQL: A prepared statement is generated from a nonconstant String in testcases.CWE89_SQL_Injection.s03.J24047.gG2B2(HttpServletRequest, HttpServletResponse)  At J24047.java:[line 58];58;58;2024-02-01
juliet-top-25-subset-34;spotbugs;J24046;CWE-89;Security (SECURITY) -  SQL: A prepared statement is generated from a nonconstant String in testcases.CWE89_SQL_Injection.s03.J24046.handle(HttpServletRequest, HttpServletResponse)  At J24046.java:[line 19];19;19;2024-02-01
juliet-top-25-subset-34;spotbugs;J12752;CWE-129;Dodgy code (STYLE) -  RV: Remainder of 32-bit signed random integer computed in testcases.CWE129_Improper_Validation_of_Array_Index.s04.J12752.handle()  At J12752.java:[line 16];16;16;2024-02-01
juliet-top-25-subset-34;spotbugs;J21522;CWE-80 CWE-81 CWE-83;Security (SECURITY) -  XSS: HTTP parameter written to Servlet output in testcases.CWE80_XSS.s01.J21522.handle(HttpServletRequest, HttpServletResponse)  At J21522.java:[line 9];9;9;2024-02-01
juliet-top-25-subset-34;spotbugs;J24371;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s03.J24371.processG2B() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J24371.java:[line 22];22;22;2024-02-01
juliet-top-25-subset-34;spotbugs;J24370;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s03.J24370.handle() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J24370.java:[line 66];66;66;2024-02-01
juliet-top-25-subset-34;spotbugs;J24135;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s03.J24135.gG2B1(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement  At J24135.java:[line 22];22;22;2024-02-01
juliet-top-25-subset-34;spotbugs;J24135;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s03.J24135.gG2B2(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement  At J24135.java:[line 65];65;65;2024-02-01
