juliet-top-25-subset-34,codeql-extended-quality,J11176,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11177,CWE-398 CWE-561 CWE-710,Useless parameter,18,18,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11177,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11177,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11338,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11339,CWE-398 CWE-561 CWE-710,Useless parameter,64,64,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11339,CWE-398 CWE-561 CWE-710,Useless parameter,38,38,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11339,CWE-398 CWE-561 CWE-710,Useless parameter,22,22,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11339,CWE-398 CWE-561 CWE-710,Useless parameter,22,22,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11339,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11339,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11558,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11559,CWE-398 CWE-561 CWE-710,Useless parameter,71,71,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11559,CWE-398 CWE-561 CWE-710,Useless parameter,39,39,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11559,CWE-398 CWE-561 CWE-710,Useless parameter,23,23,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11559,CWE-398 CWE-561 CWE-710,Useless parameter,23,23,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11559,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11559,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11608,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11609,CWE-398 CWE-561 CWE-710,Useless parameter,71,71,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11609,CWE-398 CWE-561 CWE-710,Useless parameter,39,39,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11609,CWE-398 CWE-561 CWE-710,Useless parameter,23,23,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11609,CWE-398 CWE-561 CWE-710,Useless parameter,23,23,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11609,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J11609,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14350,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14350,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14351,CWE-398 CWE-561 CWE-710,Useless parameter,19,19,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14351,CWE-398 CWE-561 CWE-710,Useless parameter,19,19,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14351,CWE-398 CWE-561 CWE-710,Useless parameter,10,10,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14351,CWE-398 CWE-561 CWE-710,Useless parameter,10,10,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14374,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14375,CWE-398 CWE-561 CWE-710,Useless parameter,56,56,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14375,CWE-398 CWE-561 CWE-710,Useless parameter,30,30,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14375,CWE-398 CWE-561 CWE-710,Useless parameter,18,18,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14375,CWE-398 CWE-561 CWE-710,Useless parameter,18,18,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14375,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J14375,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18452,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18453,CWE-398 CWE-561 CWE-710,Useless parameter,59,59,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18453,CWE-398 CWE-561 CWE-710,Useless parameter,59,59,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18453,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18453,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18458,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18459,CWE-398 CWE-561 CWE-710,Useless parameter,60,60,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18459,CWE-398 CWE-561 CWE-710,Useless parameter,60,60,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18459,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18459,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18532,CWE-398 CWE-561 CWE-710,Useless parameter,59,59,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18532,CWE-398 CWE-561 CWE-710,Useless parameter,59,59,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18532,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18533,CWE-398 CWE-561 CWE-710,Useless parameter,12,12,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18533,CWE-398 CWE-561 CWE-710,Useless parameter,12,12,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J18533,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19306,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19307,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19307,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19324,CWE-398 CWE-561 CWE-710,Useless parameter,64,64,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19324,CWE-398 CWE-561 CWE-710,Useless parameter,64,64,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19324,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19325,CWE-398 CWE-561 CWE-710,Useless parameter,23,23,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19325,CWE-398 CWE-561 CWE-710,Useless parameter,23,23,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19325,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19782,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19783,CWE-398 CWE-561 CWE-710,Useless parameter,11,11,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19784,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19785,CWE-398 CWE-561 CWE-710,Useless parameter,34,34,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19785,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19786,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19787,CWE-398 CWE-561 CWE-710,Useless parameter,34,34,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19787,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19788,CWE-398 CWE-561 CWE-710,Useless parameter,10,10,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19789,CWE-398 CWE-561 CWE-710,Useless parameter,36,36,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19789,CWE-398 CWE-561 CWE-710,Useless parameter,10,10,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19790,CWE-398 CWE-561 CWE-710,Useless parameter,10,10,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19791,CWE-398 CWE-561 CWE-710,Useless parameter,36,36,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19791,CWE-398 CWE-561 CWE-710,Useless parameter,10,10,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19792,CWE-398 CWE-561 CWE-710,Useless parameter,9,9,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19793,CWE-398 CWE-561 CWE-710,Useless parameter,35,35,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19793,CWE-398 CWE-561 CWE-710,Useless parameter,9,9,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19794,CWE-398 CWE-561 CWE-710,Useless parameter,9,9,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19795,CWE-398 CWE-561 CWE-710,Useless parameter,35,35,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19795,CWE-398 CWE-561 CWE-710,Useless parameter,9,9,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19796,CWE-398 CWE-561 CWE-710,Useless parameter,14,14,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19797,CWE-398 CWE-561 CWE-710,Useless parameter,40,40,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19797,CWE-398 CWE-561 CWE-710,Useless parameter,14,14,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19798,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19799,CWE-398 CWE-561 CWE-710,Useless parameter,34,34,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19799,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19800,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19801,CWE-398 CWE-561 CWE-710,Useless parameter,34,34,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19801,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19802,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19803,CWE-398 CWE-561 CWE-710,Useless parameter,34,34,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19803,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19804,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19805,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19806,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19807,CWE-398 CWE-561 CWE-710,Useless parameter,34,34,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19807,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19808,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19809,CWE-398 CWE-561 CWE-710,Useless parameter,34,34,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19809,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19810,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19811,CWE-398 CWE-561 CWE-710,Useless parameter,37,37,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19811,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19812,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19813,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19814,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19815,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19816,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19817,CWE-398 CWE-561 CWE-710,Useless parameter,8,8,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19818,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19819,CWE-398 CWE-561 CWE-710,Useless parameter,15,15,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19819,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19820,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19821,CWE-398 CWE-561 CWE-710,Useless parameter,15,15,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19821,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19822,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19823,CWE-398 CWE-561 CWE-710,Useless parameter,17,17,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19823,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19824,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19825,CWE-398 CWE-561 CWE-710,Useless parameter,17,17,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19825,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19826,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19827,CWE-398 CWE-561 CWE-710,Useless parameter,16,16,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19827,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19828,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19829,CWE-398 CWE-561 CWE-710,Useless parameter,16,16,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19829,CWE-398 CWE-561 CWE-710,Useless parameter,6,6,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19830,CWE-398 CWE-561 CWE-710,Useless parameter,11,11,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19831,CWE-398 CWE-561 CWE-710,Useless parameter,21,21,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19831,CWE-398 CWE-561 CWE-710,Useless parameter,11,11,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19832,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19833,CWE-398 CWE-561 CWE-710,Useless parameter,15,15,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19833,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19834,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19835,CWE-398 CWE-561 CWE-710,Useless parameter,15,15,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19835,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19836,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19837,CWE-398 CWE-561 CWE-710,Useless parameter,15,15,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19837,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19838,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19839,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19840,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19841,CWE-398 CWE-561 CWE-710,Useless parameter,15,15,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19841,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19842,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19843,CWE-398 CWE-561 CWE-710,Useless parameter,15,15,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19843,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19844,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19845,CWE-398 CWE-561 CWE-710,Useless parameter,18,18,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19845,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19846,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19847,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19848,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19849,CWE-398 CWE-561 CWE-710,Useless parameter,5,5,2024-02-06
juliet-top-25-subset-34,codeql-extended-quality,J19852,CWE-398 CWE-561 CWE-710,Useless parameter,7,7,2024-02-06
