llm_model;dataset;prompt_name;file_name;vulnerability_present;cwe_ids;time_taken (in seconds);tokens_used;cost (in dollars);created_at
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18234;True;CWE-22 CWE-311 CWE-532 CWE-399 CWE-20;323.22478699684143;total_tokens: 37396, completion_tokens: 9504, prompt_tokens: 27892;0.56404;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18235;False;;188.58147931098938;total_tokens: 35660, completion_tokens: 7055, prompt_tokens: 28605;0.4976999999999999;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18264;True;CWE-22 CWE-400 CWE-404 CWE-209 CWE-20;230.1867697238922;total_tokens: 36669, completion_tokens: 9379, prompt_tokens: 27290;0.5542700000000003;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18265;True;CWE-22 CWE-20 CWE-532 CWE-404 CWE-538  CWE-377;215.101788520813;total_tokens: 31791, completion_tokens: 8478, prompt_tokens: 23313;0.4874699999999996;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18272;True;CWE-22 CWE-20 CWE-404 CWE-259 CWE-706 CWE-639;220.43822360038757;total_tokens: 34401, completion_tokens: 8336, prompt_tokens: 26065;0.5107300000000001;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18273;False;;220.60100483894348;total_tokens: 31122, completion_tokens: 8739, prompt_tokens: 22383;0.48599999999999977;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18368;True;CWE-22 CWE-20 CWE-532 CWE-404;201.78323531150818;total_tokens: 32683, completion_tokens: 8934, prompt_tokens: 23749;0.5055100000000001;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18369;True;CWE-22 CWE-259 CWE-367 CWE-532 CWE-404 CWE-20;312.80150055885315;total_tokens: 38328, completion_tokens: 8772, prompt_tokens: 29556;0.5587200000000001;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18452;True;CWE-22 CWE-20 CWE-532 CWE-668 CWE-23 CWE-404;230.92828822135925;total_tokens: 28521, completion_tokens: 7573, prompt_tokens: 20948;0.43667000000000034;2024-03-15
gpt-4-0125-preview;juliet-top-25-subset-34;tot_high_level;J18453;True;CWE-22 CWE-532 CWE-404 CWE-706 CWE-561;222.56081199645996;total_tokens: 35003, completion_tokens: 7127, prompt_tokens: 27876;0.4925700000000006;2024-03-15
