juliet-top-25-subset-34;spotbugs-extended;J20633;CWE-NR;Dodgy code (STYLE) -  DMI: Hard coded reference to an absolute pathname in testcases.CWE78_OS_Command_Injection.J20633.b_source()  At J20633.java:[line 17];17;17;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J20632;CWE-NR;Dodgy code (STYLE) -  DMI: Hard coded reference to an absolute pathname in testcases.CWE78_OS_Command_Injection.J20632.b_source()  At J20632.java:[line 30];30;30;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J18832;CWE-259;Security (SECURITY) -  Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J18832.handle()  At J18832.java:[line 16];16;16;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J21062;CWE-NR;Dodgy code (STYLE) -  DMI: Hard coded reference to an absolute pathname in testcases.CWE80_XSS.s01.J21062.handle(HttpServletRequest, HttpServletResponse)  At J21062.java:[line 16];16;16;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19720;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19720.handle()  Dereferenced at J19720.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19720;CWE-NR;Dodgy code (STYLE) -  DB: testcases.CWE476_NULL_Pointer_Dereference.J19720.handle() uses the same code for two branches  At J19720.java:[line 7];7;7;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19721;CWE-NR;Dodgy code (STYLE) -  RCN: Redundant nullcheck of data which is known to be null in testcases.CWE476_NULL_Pointer_Dereference.J19721.processB2G2()  Redundant null check at J19721.java:[line 51];51;51;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19721;CWE-NR;Dodgy code (STYLE) -  RCN: Redundant nullcheck of data which is known to be null in testcases.CWE476_NULL_Pointer_Dereference.J19721.processB2G1()  Redundant null check at J19721.java:[line 36];36;36;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19721;CWE-NR;Dodgy code (STYLE) -  DB: testcases.CWE476_NULL_Pointer_Dereference.J19721.processB2G1() uses the same code for two branches  At J19721.java:[line 29];29;29;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19721;CWE-NR;Dodgy code (STYLE) -  DB: testcases.CWE476_NULL_Pointer_Dereference.J19721.processB2G2() uses the same code for two branches  At J19721.java:[line 46];46;46;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J17186;CWE-NR;Bad practice (BAD_PRACTICE) -  DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s06.J17186.handle()  At J17186.java:[line 14];14;14;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J18806;CWE-259;Security (SECURITY) -  Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J18806.handle()  At J18806.java:[line 21];21;21;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J17187;CWE-NR;Bad practice (BAD_PRACTICE) -  DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s06.J17187.processB2G1()  At J17187.java:[line 40];40;40;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J17187;CWE-NR;Bad practice (BAD_PRACTICE) -  DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s06.J17187.processB2G2()  At J17187.java:[line 59];59;59;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19731;CWE-NR;Dodgy code (STYLE) -  RCN: Redundant nullcheck of dataCopy which is known to be null in testcases.CWE476_NULL_Pointer_Dereference.J19731.processB2G()  Redundant null check at J19731.java:[line 29];29;29;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J23231;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s01.J23231.processG2B() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J23231.java:[line 29];29;29;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19730;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of dataCopy in testcases.CWE476_NULL_Pointer_Dereference.J19730.handle()  Dereferenced at J19730.java:[line 13];13;13;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J23230;CWE-89;Security (SECURITY) -  SQL: testcases.CWE89_SQL_Injection.s01.J23230.handle() passes a nonconstant String to an execute or addBatch method on an SQL statement  At J23230.java:[line 25];25;25;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J20841;CWE-NR;Dodgy code (STYLE) -  DB: testcases.CWE78_OS_Command_Injection.J20841.processG2B() uses the same code for two branches  At J20841.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19742;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19742.handle()  Dereferenced at J19742.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19741;CWE-NR;Dodgy code (STYLE) -  RCN: Redundant nullcheck of data which is known to be null in testcases.CWE476_NULL_Pointer_Dereference.J19741.processB2G2()  Redundant null check at J19741.java:[line 51];51;51;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19741;CWE-NR;Dodgy code (STYLE) -  RCN: Redundant nullcheck of data which is known to be null in testcases.CWE476_NULL_Pointer_Dereference.J19741.processB2G1()  Redundant null check at J19741.java:[line 36];36;36;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19740;CWE-476;Correctness (CORRECTNESS) -  NP: Null pointer dereference of data in testcases.CWE476_NULL_Pointer_Dereference.J19740.handle()  Dereferenced at J19740.java:[line 12];12;12;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J18800;CWE-259;Security (SECURITY) -  Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J18800.handle()  At J18800.java:[line 15];15;15;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J18802;CWE-259;Security (SECURITY) -  Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J18802.handle()  At J18802.java:[line 19];19;19;2024-02-01
juliet-top-25-subset-34;spotbugs-extended;J19743;CWE-NR;Dodgy code (STYLE) -  RCN: Redundant nullcheck of data which is known to be null in testcases.CWE476_NULL_Pointer_Dereference.J19743.processB2G2()  Redundant null check at J19743.java:[line 51];51;51;2024-02-01
